"filename", "language", "JSON", "Ignore", "JavaScript", "JSON with Comments", "Properties", "Markdown", "HTML", "CSS", "TypeScript", "TypeScript JSX", "SCSS", "XML", "comment", "blank", "total"
"d:\2023_2\DATN\web_page\src\pages\User\pages\Address\Components\PopupCustomer\CustomerValidate.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 2, 37
"d:\2023_2\DATN\web_page\src\pages\User\pages\Address\Components\PopupCustomer\PopupAddress.style.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 2, 43
"d:\2023_2\DATN\web_page\src\pages\User\pages\Address\Components\PopupCustomer\PopupAddress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 2, 19, 299
"d:\2023_2\DATN\web_page\src\pages\User\pages\ChangePassword\ChangePassword.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 5, 126
"d:\2023_2\DATN\web_page\src\pages\User\pages\ChangePassword\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
"d:\2023_2\DATN\web_page\src\pages\User\pages\DetailPurchase\DetailPurchase.style.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 3, 42
"d:\2023_2\DATN\web_page\src\pages\User\pages\DetailPurchase\DetailPurchase.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 7, 134
"d:\2023_2\DATN\web_page\src\pages\User\pages\HistoryPurchase\HistoryPurchase.style.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 3, 23
"d:\2023_2\DATN\web_page\src\pages\User\pages\HistoryPurchase\HistoryPurchase.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 7, 103
"d:\2023_2\DATN\web_page\src\pages\User\pages\HistoryPurchase\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
"d:\2023_2\DATN\web_page\src\pages\User\pages\Profile\Profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 15, 12, 235
"d:\2023_2\DATN\web_page\src\pages\User\pages\Profile\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
"d:\2023_2\DATN\web_page\src\responsive.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"d:\2023_2\DATN\web_page\src\store\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\2023_2\DATN\web_page\src\store\store.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 11, 57
"d:\2023_2\DATN\web_page\src\store\types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 26
"d:\2023_2\DATN\web_page\src\theme\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 19, 4, 35
"d:\2023_2\DATN\web_page\src\theme\material-ui.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 6, 90
"d:\2023_2\DATN\web_page\src\theme\slice.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 24
"d:\2023_2\DATN\web_page\src\theme\statics\colors.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 9, 16, 153
"d:\2023_2\DATN\web_page\src\theme\themes.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 1, 2, 43
"d:\2023_2\DATN\web_page\src\theme\types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"d:\2023_2\DATN\web_page\src\theme\typography.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\2023_2\DATN\web_page\src\types\AddressModels.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 1, 40
"d:\2023_2\DATN\web_page\src\types\Order.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 10, 92
"d:\2023_2\DATN\web_page\src\types\auth.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 13
"d:\2023_2\DATN\web_page\src\types\blog.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 4, 31
"d:\2023_2\DATN\web_page\src\types\product.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 7, 70
"d:\2023_2\DATN\web_page\src\types\promotion.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\2023_2\DATN\web_page\src\types\purchase.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"d:\2023_2\DATN\web_page\src\types\role.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\2023_2\DATN\web_page\src\types\user.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 3, 6, 93
"d:\2023_2\DATN\web_page\src\types\utils.type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 3, 21
"d:\2023_2\DATN\web_page\src\useRouteElements.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 38, 6, 180
"d:\2023_2\DATN\web_page\src\utils\DefaultLoadingIcon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"d:\2023_2\DATN\web_page\src\utils\REGEX.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 5
"d:\2023_2\DATN\web_page\src\utils\auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 9, 33
"d:\2023_2\DATN\web_page\src\utils\customerHelpers.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 5, 77
"d:\2023_2\DATN\web_page\src\utils\http.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 24, 7, 147
"d:\2023_2\DATN\web_page\src\utils\numberUtils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\2023_2\DATN\web_page\src\utils\priceUtils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 8, 101
"d:\2023_2\DATN\web_page\src\utils\rules.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 1, 10, 128
"d:\2023_2\DATN\web_page\src\utils\utils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 2, 14, 63
"d:\2023_2\DATN\web_page\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\2023_2\DATN\web_page\tailwind.config.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"d:\2023_2\DATN\web_page\tsconfig.json", "JSON with Comments", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"d:\2023_2\DATN\web_page\tsconfig.node.json", "JSON", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\2023_2\DATN\web_page\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 6, 6, 60
"Total", "-", 94597, 2, 69, 22, 3, 2, 13, 48, 1903, 8512, 243, 5, 363, 997, 106779
